"BehaviorSpace results (NetLogo 6.0)"
"socio-eco-nw.nlogo"
"equilibrium-pop"
"03/04/2017 12:00:48:448 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","r","harvest-rate","alpha","k","link-prob","beta","conversion-efficiency","death-rate","n","[step]","[size] of social-system 0"
"497","0.1","1.0E-6","1.06","1","0","0.9","1.0E-4","4.0E-7","1","33978","303.7151386680625"
"499","0.1","1.0E-6","1.06","1","0","0.92","1.0E-4","4.0E-7","1","36714","676.0087897586445"
"500","0.1","1.0E-6","1.06","1","0","0.93","1.0E-4","4.0E-7","1","37567","1093.0164184331115"
"498","0.1","1.0E-6","1.06","1","0","0.91","1.0E-4","4.0E-7","1","35811","442.10538050620255"
"501","0.1","1.0E-6","1.06","1","0","0.94","1.0E-4","4.0E-7","1","38495","1873.941942168133"
"502","0.1","1.0E-6","1.06","1","0","0.95","1.0E-4","4.0E-7","1","37211","3372.2942864276283"
"503","0.1","1.0E-6","1.06","1","0","0.96","1.0E-4","4.0E-7","1","33458","6129.362128373285"
"507","0.1","1.0E-6","1.06","1","0","1","1.0E-4","4.0E-7","1","12117","26330.52680973873"
"505","0.1","1.0E-6","1.06","1","0","0.98","1.0E-4","4.0E-7","1","21201","16034.085132068652"
"506","0.1","1.0E-6","1.06","1","0","0.99","1.0E-4","4.0E-7","1","15796","21610.156774757976"
"508","0.1","1.0E-6","1.06","1","0","1.01","1.0E-4","4.0E-7","1","9343","29810.626160282118"
"509","0.1","1.0E-6","1.06","1","0","1.02","1.0E-4","4.0E-7","1","7463","32038.236614826506"
"510","0.1","1.0E-6","1.06","1","0","1.03","1.0E-4","4.0E-7","1","5880","33177.04514375107"
"511","0.1","1.0E-6","1.06","1","0","1.04","1.0E-4","4.0E-7","1","4753","33444.66006882892"
"512","0.1","1.0E-6","1.06","1","0","1.05","1.0E-4","4.0E-7","1","3721","33053.564210984"
"513","0.1","1.0E-6","1.06","1","0","1.06","1.0E-4","4.0E-7","1","2941","32187.693622174098"
"515","0.1","1.0E-6","1.06","1","0","1.08","1.0E-4","4.0E-7","1","2866","29596.610471172316"
"514","0.1","1.0E-6","1.06","1","0","1.07","1.0E-4","4.0E-7","1","2915","30996.483434664617"
"517","0.1","1.0E-6","1.06","1","0","1.1","1.0E-4","4.0E-7","1","3126","26501.99565232188"
"516","0.1","1.0E-6","1.06","1","0","1.09","1.0E-4","4.0E-7","1","2901","28076.59357187396"
"518","0.1","1.0E-6","1.06","1","0","1.11","1.0E-4","4.0E-7","1","3217","24920.26171342923"
"519","0.1","1.0E-6","1.06","1","0","1.12","1.0E-4","4.0E-7","1","3461","23364.84958527956"
"520","0.1","1.0E-6","1.06","1","0","1.13","1.0E-4","4.0E-7","1","3577","21858.596929340325"
"521","0.1","1.0E-6","1.06","1","0","1.14","1.0E-4","4.0E-7","1","3962","20416.389018570968"
"522","0.1","1.0E-6","1.06","1","0","1.15","1.0E-4","4.0E-7","1","4093","19047.233091781258"
"504","0.1","1.0E-6","1.06","1","0","0.97","1.0E-4","4.0E-7","1","27352","10505.6556651096"
"523","0.1","1.0E-6","1.06","1","0","1.16","1.0E-4","4.0E-7","1","4479","17755.849763785984"
"524","0.1","1.0E-6","1.06","1","0","1.17","1.0E-4","4.0E-7","1","4984","16543.881393756288"
"525","0.1","1.0E-6","1.06","1","0","1.18","1.0E-4","4.0E-7","1","5487","15410.80174494016"
"527","0.1","1.0E-6","1.06","1","0","1.2","1.0E-4","4.0E-7","1","6137","13372.261378434905"
"526","0.1","1.0E-6","1.06","1","0","1.19","1.0E-4","4.0E-7","1","5634","14354.595421030788"
"528","0.1","1.0E-6","1.07","1","0","0.9","1.0E-4","4.0E-7","1","31501","217.55895640214337"
"530","0.1","1.0E-6","1.07","1","0","0.92","1.0E-4","4.0E-7","1","33729","441.6391374557646"
"529","0.1","1.0E-6","1.07","1","0","0.91","1.0E-4","4.0E-7","1","32159","303.525337148273"
"531","0.1","1.0E-6","1.07","1","0","0.93","1.0E-4","4.0E-7","1","34526","674.7359595355599"
"532","0.1","1.0E-6","1.07","1","0","0.94","1.0E-4","4.0E-7","1","35044","1089.117710630409"
"533","0.1","1.0E-6","1.07","1","0","0.95","1.0E-4","4.0E-7","1","35605","1860.6083069927029"
"534","0.1","1.0E-6","1.07","1","0","0.96","1.0E-4","4.0E-7","1","34115","3323.585402839214"
"536","0.1","1.0E-6","1.07","1","0","0.98","1.0E-4","4.0E-7","1","24445","10029.081202179972"
"538","0.1","1.0E-6","1.07","1","0","1","1.0E-4","4.0E-7","1","14054","19993.940764211875"
"537","0.1","1.0E-6","1.07","1","0","0.99","1.0E-4","4.0E-7","1","18931","15035.364674328299"
"539","0.1","1.0E-6","1.07","1","0","1.01","1.0E-4","4.0E-7","1","10714","24147.83201441654"
"542","0.1","1.0E-6","1.07","1","0","1.04","1.0E-4","4.0E-7","1","5328","30117.89395647659"
"541","0.1","1.0E-6","1.07","1","0","1.03","1.0E-4","4.0E-7","1","6627","29132.3946047442"
"535","0.1","1.0E-6","1.07","1","0","0.97","1.0E-4","4.0E-7","1","30217","5960.074915242582"
"540","0.1","1.0E-6","1.07","1","0","1.02","1.0E-4","4.0E-7","1","8335","27192.114271807885"
"544","0.1","1.0E-6","1.07","1","0","1.06","1.0E-4","4.0E-7","1","3171","29984.89280944455"
"543","0.1","1.0E-6","1.07","1","0","1.05","1.0E-4","4.0E-7","1","4216","30340.23930153668"
"546","0.1","1.0E-6","1.07","1","0","1.08","1.0E-4","4.0E-7","1","2626","28151.895319999978"
"545","0.1","1.0E-6","1.07","1","0","1.07","1.0E-4","4.0E-7","1","2749","29212.04199084578"
"547","0.1","1.0E-6","1.07","1","0","1.09","1.0E-4","4.0E-7","1","2812","26906.320425731392"
"548","0.1","1.0E-6","1.07","1","0","1.1","1.0E-4","4.0E-7","1","2856","25552.830840966843"
"549","0.1","1.0E-6","1.07","1","0","1.11","1.0E-4","4.0E-7","1","3074","24149.05582259387"
"550","0.1","1.0E-6","1.07","1","0","1.12","1.0E-4","4.0E-7","1","3028","22736.892617704034"
"551","0.1","1.0E-6","1.07","1","0","1.13","1.0E-4","4.0E-7","1","3397","21346.055891075703"
"553","0.1","1.0E-6","1.07","1","0","1.15","1.0E-4","4.0E-7","1","3879","18703.10951701954"
"552","0.1","1.0E-6","1.07","1","0","1.14","1.0E-4","4.0E-7","1","3511","19996.97732648482"
"555","0.1","1.0E-6","1.07","1","0","1.17","1.0E-4","4.0E-7","1","4374","16310.290193414792"
"556","0.1","1.0E-6","1.07","1","0","1.18","1.0E-4","4.0E-7","1","4857","15217.539011261788"
"557","0.1","1.0E-6","1.07","1","0","1.19","1.0E-4","4.0E-7","1","5224","14194.250674786204"
"554","0.1","1.0E-6","1.07","1","0","1.16","1.0E-4","4.0E-7","1","4124","17472.72308341744"
"558","0.1","1.0E-6","1.07","1","0","1.2","1.0E-4","4.0E-7","1","5592","13238.857142669089"
"560","0.1","1.0E-6","1.08","1","0","0.91","1.0E-4","4.0E-7","1","29886","217.46961783599824"
"559","0.1","1.0E-6","1.08","1","0","0.9","1.0E-4","4.0E-7","1","28744","161.59648665778718"
"562","0.1","1.0E-6","1.08","1","0","0.93","1.0E-4","4.0E-7","1","31808","441.1452319876828"
"561","0.1","1.0E-6","1.08","1","0","0.92","1.0E-4","4.0E-7","1","30526","303.32475926928373"
"564","0.1","1.0E-6","1.08","1","0","0.95","1.0E-4","4.0E-7","1","32718","1084.9825583139873"
"563","0.1","1.0E-6","1.08","1","0","0.94","1.0E-4","4.0E-7","1","32325","673.3853675656269"
"565","0.1","1.0E-6","1.08","1","0","0.96","1.0E-4","4.0E-7","1","32966","1846.5429966622098"
"569","0.1","1.0E-6","1.08","1","0","1","1.0E-4","4.0E-7","1","16845","14099.420671614454"
"568","0.1","1.0E-6","1.08","1","0","0.99","1.0E-4","4.0E-7","1","21917","9567.31739972527"
"571","0.1","1.0E-6","1.08","1","0","1.02","1.0E-4","4.0E-7","1","9588","22173.340169690648"
"567","0.1","1.0E-6","1.08","1","0","0.98","1.0E-4","4.0E-7","1","27337","5789.553488641588"
"570","0.1","1.0E-6","1.08","1","0","1.01","1.0E-4","4.0E-7","1","12499","18512.47872415529"
"573","0.1","1.0E-6","1.08","1","0","1.04","1.0E-4","4.0E-7","1","5938","26534.592746986193"
"572","0.1","1.0E-6","1.08","1","0","1.03","1.0E-4","4.0E-7","1","7503","24841.26596253909"
"576","0.1","1.0E-6","1.08","1","0","1.07","1.0E-4","4.0E-7","1","2810","27250.298908172073"
"574","0.1","1.0E-6","1.08","1","0","1.05","1.0E-4","4.0E-7","1","4760","27389.023652045427"
"577","0.1","1.0E-6","1.08","1","0","1.08","1.0E-4","4.0E-7","1","2645","26559.146880103686"
"575","0.1","1.0E-6","1.08","1","0","1.06","1.0E-4","4.0E-7","1","3747","27573.526619034536"
"578","0.1","1.0E-6","1.08","1","0","1.09","1.0E-4","4.0E-7","1","2755","25613.77484019617"
"581","0.1","1.0E-6","1.08","1","0","1.12","1.0E-4","4.0E-7","1","2890","22041.930677237546"
"566","0.1","1.0E-6","1.08","1","0","0.97","1.0E-4","4.0E-7","1","31302","3273.0073529660667"
"579","0.1","1.0E-6","1.08","1","0","1.1","1.0E-4","4.0E-7","1","2761","24503.312990314127"
"580","0.1","1.0E-6","1.08","1","0","1.11","1.0E-4","4.0E-7","1","2814","23295.77956371033"
"582","0.1","1.0E-6","1.08","1","0","1.13","1.0E-4","4.0E-7","1","3112","20778.832597055087"
"583","0.1","1.0E-6","1.08","1","0","1.14","1.0E-4","4.0E-7","1","3337","19532.91878525588"
"584","0.1","1.0E-6","1.08","1","0","1.15","1.0E-4","4.0E-7","1","3447","18322.49261497876"
"585","0.1","1.0E-6","1.08","1","0","1.16","1.0E-4","4.0E-7","1","3914","17159.721306983596"
"586","0.1","1.0E-6","1.08","1","0","1.17","1.0E-4","4.0E-7","1","4034","16052.196073453046"
"589","0.1","1.0E-6","1.08","1","0","1.2","1.0E-4","4.0E-7","1","5302","13091.75435335081"
"587","0.1","1.0E-6","1.08","1","0","1.18","1.0E-4","4.0E-7","1","4606","15004.137250801645"
"588","0.1","1.0E-6","1.08","1","0","1.19","1.0E-4","4.0E-7","1","5063","14017.316121482934"
"590","0.1","1.0E-6","1.09","1","0","0.9","1.0E-4","4.0E-7","1","26950","123.78637726427877"
"593","0.1","1.0E-6","1.09","1","0","0.93","1.0E-4","4.0E-7","1","28892","303.1128208734268"
"591","0.1","1.0E-6","1.09","1","0","0.91","1.0E-4","4.0E-7","1","27357","161.55116895387863"
"592","0.1","1.0E-6","1.09","1","0","0.92","1.0E-4","4.0E-7","1","28473","217.37545918550552"
"596","0.1","1.0E-6","1.09","1","0","0.96","1.0E-4","4.0E-7","1","30458","1080.6001868904978"
"594","0.1","1.0E-6","1.09","1","0","0.94","1.0E-4","4.0E-7","1","30039","440.62214341854906"
"595","0.1","1.0E-6","1.09","1","0","0.95","1.0E-4","4.0E-7","1","30400","671.9528729534586"
"599","0.1","1.0E-6","1.09","1","0","0.99","1.0E-4","4.0E-7","1","24766","5618.339285986303"
"598","0.1","1.0E-6","1.09","1","0","0.98","1.0E-4","4.0E-7","1","28588","3220.624395044163"
"600","0.1","1.0E-6","1.09","1","0","1","1.0E-4","4.0E-7","1","19614","9120.969906610964"
"601","0.1","1.0E-6","1.09","1","0","1.01","1.0E-4","4.0E-7","1","15033","13223.010711332758"
"604","0.1","1.0E-6","1.09","1","0","1.04","1.0E-4","4.0E-7","1","6777","22727.3777200186"
"597","0.1","1.0E-6","1.09","1","0","0.97","1.0E-4","4.0E-7","1","30586","1831.7286788082306"
"603","0.1","1.0E-6","1.09","1","0","1.03","1.0E-4","4.0E-7","1","8622","20385.076990201218"
"602","0.1","1.0E-6","1.09","1","0","1.02","1.0E-4","4.0E-7","1","11202","17153.93011743784"
"608","0.1","1.0E-6","1.09","1","0","1.08","1.0E-4","4.0E-7","1","2551","24808.642601791184"
"607","0.1","1.0E-6","1.09","1","0","1.07","1.0E-4","4.0E-7","1","3270","25102.986037722774"
"605","0.1","1.0E-6","1.09","1","0","1.05","1.0E-4","4.0E-7","1","5393","24208.00880084151"
"606","0.1","1.0E-6","1.09","1","0","1.06","1.0E-4","4.0E-7","1","4245","24950.149789204177"
"611","0.1","1.0E-6","1.09","1","0","1.11","1.0E-4","4.0E-7","1","2719","22352.847193111746"
"609","0.1","1.0E-6","1.09","1","0","1.09","1.0E-4","4.0E-7","1","2568","24189.394664494208"
"612","0.1","1.0E-6","1.09","1","0","1.12","1.0E-4","4.0E-7","1","2639","21273.50474280511"
"610","0.1","1.0E-6","1.09","1","0","1.1","1.0E-4","4.0E-7","1","2539","23344.746350598307"
"616","0.1","1.0E-6","1.09","1","0","1.16","1.0E-4","4.0E-7","1","3049","16813.776611614554"
"613","0.1","1.0E-6","1.09","1","0","1.13","1.0E-4","4.0E-7","1","2975","20151.508175983912"
"614","0.1","1.0E-6","1.09","1","0","1.14","1.0E-4","4.0E-7","1","3062","19019.708756818553"
"615","0.1","1.0E-6","1.09","1","0","1.15","1.0E-4","4.0E-7","1","3047","17901.65880662643"
"617","0.1","1.0E-6","1.09","1","0","1.17","1.0E-4","4.0E-7","1","3611","15767.07574508434"
"618","0.1","1.0E-6","1.09","1","0","1.18","1.0E-4","4.0E-7","1","4054","14768.522219868833"
"619","0.1","1.0E-6","1.09","1","0","1.19","1.0E-4","4.0E-7","1","3861","13822.086234286717"
"620","0.1","1.0E-6","1.09","1","0","1.2","1.0E-4","4.0E-7","1","4930","12929.549496031279"
"621","0.1","1.0E-6","1.1","1","0","0.9","1.0E-4","4.0E-7","1","24819","97.35587691152276"
"623","0.1","1.0E-6","1.1","1","0","0.92","1.0E-4","4.0E-7","1","26078","161.50352888127776"
"622","0.1","1.0E-6","1.1","1","0","0.91","1.0E-4","4.0E-7","1","25654","123.7618653174086"
"624","0.1","1.0E-6","1.1","1","0","0.93","1.0E-4","4.0E-7","1","27089","217.27622855410306"
"627","0.1","1.0E-6","1.1","1","0","0.96","1.0E-4","4.0E-7","1","28480","670.4341961333007"
"626","0.1","1.0E-6","1.1","1","0","0.95","1.0E-4","4.0E-7","1","28339","440.06828308814835"
"625","0.1","1.0E-6","1.1","1","0","0.94","1.0E-4","4.0E-7","1","27412","302.88890956314526"
"630","0.1","1.0E-6","1.1","1","0","0.99","1.0E-4","4.0E-7","1","26136","3166.515154481841"
"629","0.1","1.0E-6","1.1","1","0","0.98","1.0E-4","4.0E-7","1","28333","1816.1505653634692"
"631","0.1","1.0E-6","1.1","1","0","1","1.0E-4","4.0E-7","1","22402","5446.966890894086"
"632","0.1","1.0E-6","1.1","1","0","1.01","1.0E-4","4.0E-7","1","17618","8690.478834290083"
"628","0.1","1.0E-6","1.1","1","0","0.97","1.0E-4","4.0E-7","1","28469","1075.959813136481"
"633","0.1","1.0E-6","1.1","1","0","1.02","1.0E-4","4.0E-7","1","13434","12402.906182908078"
"634","0.1","1.0E-6","1.1","1","0","1.03","1.0E-4","4.0E-7","1","10190","15907.485659904281"
"635","0.1","1.0E-6","1.1","1","0","1.04","1.0E-4","4.0E-7","1","7708","18763.567715235375"
"638","0.1","1.0E-6","1.1","1","0","1.07","1.0E-4","4.0E-7","1","3802","22766.418900514793"
"637","0.1","1.0E-6","1.1","1","0","1.06","1.0E-4","4.0E-7","1","4809","22120.67656349311"
"639","0.1","1.0E-6","1.1","1","0","1.08","1.0E-4","4.0E-7","1","2826","22892.732510284906"
"641","0.1","1.0E-6","1.1","1","0","1.1","1.0E-4","4.0E-7","1","2337","22068.553299335683"
"640","0.1","1.0E-6","1.1","1","0","1.09","1.0E-4","4.0E-7","1","2429","22624.390024933407"
"642","0.1","1.0E-6","1.1","1","0","1.11","1.0E-4","4.0E-7","1","2503","21312.480890791405"
"643","0.1","1.0E-6","1.1","1","0","1.12","1.0E-4","4.0E-7","1","2675","20424.834927102685"
"644","0.1","1.0E-6","1.1","1","0","1.13","1.0E-4","4.0E-7","1","2733","19458.307713065835"
"636","0.1","1.0E-6","1.1","1","0","1.05","1.0E-4","4.0E-7","1","6101","20823.610749370986"
"646","0.1","1.0E-6","1.1","1","0","1.15","1.0E-4","4.0E-7","1","3125","17436.571123465827"
"645","0.1","1.0E-6","1.1","1","0","1.14","1.0E-4","4.0E-7","1","2927","18452.497544553025"
"647","0.1","1.0E-6","1.1","1","0","1.16","1.0E-4","4.0E-7","1","2893","16431.546689553226"
"649","0.1","1.0E-6","1.1","1","0","1.18","1.0E-4","4.0E-7","1","3853","14508.420942029736"
"650","0.1","1.0E-6","1.1","1","0","1.19","1.0E-4","4.0E-7","1","4169","13606.689039971328"
"648","0.1","1.0E-6","1.1","1","0","1.17","1.0E-4","4.0E-7","1","3644","15452.170738147142"
"651","0.1","1.0E-6","1.1","1","0","1.2","1.0E-4","4.0E-7","1","4385","12750.700442822357"
